65	2	<S> It probably will involve the sale or closing of a construction-equipment tire plant in Bloomington , Ill , and a farm tire .X-PLANT in Des Moines , Iowa , Mr Nevin said </S>
66	2	<S> As an incentive to get Honda to build its second .X-PLANT in Ohio , the state offered to sell to Honda all or part of its Technical Research Center , an automotive proving , research and development facility </S>
67	2	<S> In addition to drawing business from domestic auto makers , Mr Roth said the company would try to sell the parts from the new plant to Japanese car companies opening plants in the U.S Toyota Motor Co , for example , is building an assembly .X-PLANT in Georgetown , Ky </S>
68	2	<S> The other , $50,000 , penalty , is for Georgia Power 's failure on two occasions to comply with technical specifications for operating the .X-PLANT </S>
69	2	<S> Valvoline will begin shipping industrial lubricants to the Toyota Motor Corp unit 's .X-PLANT in October </S>
70	2	<S> Alleghany agreed that it either will divest Safeco of its title .X-PLANT in Los Angeles County within 14 months or dispose of its own interest in a separate title plant serving the same area </S>
71	2	<S> Chrysler executives , who have contracted with AMC because of production constraints at their plants , have been hoping AMC also could assume output of the Omni and Horizon ; the cars had been built at a Belvidere , Ill , .X-PLANT that Chrysler is converting for production of new luxury-car models </S>
72	2	<S> Also under consideration at the .X-PLANT has been another joint car-making venture with Chrysler </S>
73	2	<S> While the company hasn't announced yet where it plans to build the .X-PLANT , South Bend , Ind , is expected to be site </S>
74	2	<S> These include last year 's early retirement program for nonunion workers ; the planned opening in August of an efficient new truck .X-PLANT in South Carolina ; improvements in the company 's computer systems ; and plans to have certain truck components built to Mack specifications by outside suppliers </S>
75	2	<S> The report suggests that foreigners are continuing to shift investment from U.S Treasury securities into direct investment in such items as .X-PLANT and equipment </S>
76	2	<S> Although Arden 's sales rose 13 % in 1986 , almost all of that growth took place overseas ; the unit 's operating profit actually fell 22 % because of increased competition in the industry and flooding at Arden 's sole U.S cosmetics manufacturing .X-PLANT </S>
77	2	<S> Costs associated with the start-up of an aerosol-packing unit at Guardsman 's Holland , Mich , .X-PLANT aren't predictable and preclude a better estimate , he said </S>
78	2	<S> Catalyst , an alternative-energy concern , said it would burn the refuse in its new waste-to-energy .X-PLANT in Key West , near where the barge is currently moored </S>
79	2	<S> A decision by the utility commission is expected in mid-1987 , Phillips said , and construction of the .X-PLANT will begin after the project is approved </S>
80	2	<S> GM will close its Arlington , Texas , car assembly .X-PLANT Monday for two months to install paint equipment ; the move idles 1,630 workers temporarily </S>
81	2	<S> Strapped by the costs of a $4.4 billion nuclear power .X-PLANT in commercial operation since June , the utility has repeatedly said it was moving closer to filing for protection under Chapter 11 of the federal Bankruptcy Code </S>
82	1	<S> A further study was conducted with seedlings to assess whole .X-PLANT response to coppicing </S>
83	1	<S> Both adults and larvae are voracious eaters of aphids , scale insects , and other .X-PLANT pests </S>
84	1	<S> Conventional tillage soybeans had greater initial .X-PLANT growth during each year and greater plant water stress during periods of drought in 1983 and 1984 </S>
85	1	<S> It was found that perloline increased in the .X-PLANT as level of nitrogen was increased </S>
86	1	<S> Nettle water ( water extract of Urtica dioica L. ) has been examined for composition and properties when used as a .X-PLANT fertilizer </S>
87	1	<S> Number of seeds per .X-PLANT and per pod was significantly greater in fungicide-sprayed than nonsprayed plots </S>
88	1	<S> Organic sources of .X-PLANT nutrients are widely used to increase soil fertility in subsistence farming in the developing nations where inorganic chemical fertilizers are scarce or too costly </S>
89	1	<S> Parental , F ( ,1 ) , F ( ,2 ) , B ( ,1 ) and B ( ,2 ) populations were evaluated for root colonization to characterize one of the plant genetic parameters affecting the .X-PLANT genotype response </S>
90	1	<S> Results from this experiment indicated that replacement of up to 25 % of the supplemental .X-PLANT protein nitrogen with urea nitrogen did not have a negative effect on ruminal microbial growth and fermentation </S>
91	2	<S> Revenue adequacy is defined as a level of earnings sufficient to enable a carrier to meet all of its expenses , retire a reasonable amount of debt , cover .X-PLANT depreciation and obsolescence , and earn a return on investment adequate to attract new capital </S>
92	1	<S> Such bodies include .X-PLANT fossils , which are sometimes found well preserved in concretions ( known as coal balls ) in or just above coal beds </S>
93	1	<S> The A locus of Pisum regulates anthocyanin expression on several parts of the .X-PLANT and the presence of proanthocyanidins ( flavan-3,4-diols and their condensation products ) in seed coats </S>
94	1	<S> The N and BY were primarily negatively related which suggested that the negative correlations between GY and GPP may be influenced by metabolic associations between carbohydrate and nitrogen accumulation in the entire .X-PLANT </S>
95	1	<S> The .X-PLANT bears white or bright red flowers followed by seedy , red fruits that may reach 13 cm ( 5 in ) in diameter </S>
96	1	<S> The climate is tropical , with an annual average temperature of 27 deg C ( 80 deg F ) and an average yearly rainfall of 1,930 mm ( 76 in ) Davao is a busy port , exporting copra , maize , rice , and abaca ( banana .X-PLANT fiber used in rope making ) </S>
97	1	<S> The determinate cultivars had less lodging , shorter plant height , a greater number of branches per plant , more pods per .X-PLANT , fewer nodes per plant , and higher grain yield than the indeterminate cultivars </S>
98	1	<S> The effects of these water treatments upon yield , yield components and certain .X-PLANT morphological characteristics were studied </S>
99	1	<S> The influences of early and late nitrogen fertilization on biological nitrogen fixation , .X-PLANT growth and grain yield of cowpea Vigna unguiculata ( L ) Walp </S>
100	1	<S> The most common polysaccharides are CELLULOSE , the structural material of plants , and the nutrients known as .X-PLANT STARCH and animal starch , or GLYCOGEN </S>
101	1	<S> There was no significant difference between cultivars or .X-PLANT parts examined , with over 90 % of all tillers or seeds from infected plants infected with the endophyte </S>
102	1	<S> These results indicate that family selection will be more effective than single .X-PLANT selection in breeding for resistance to R solani </S>
103	2	<S> Mr Nevin said the company expects to continue to operate its Oklahoma City auto and light-truck tire .X-PLANT , which the company previously said it might close , following an agreement with the United Rubber Workers union providing wage and other concessions </S>
104	2	<S> The Illinois Supreme Court ordered state regulators to reconsider a $495 million rate increase to pay for Commonwealth Edison Co. 's Byron 1 nuclear .X-PLANT </S>
105	2	<S> The ruling ordered the Illinois Commerce Commission to re-audit the $2.7 billion Byron 1 .X-PLANT , which has been in operation since 1984 </S>
106	2	<S> He says he was looking into allegations of chemical contamination of groundwater around a former Firestone Tire & Rubber Co .X-PLANT in Salinas , Calif , at the time </S>
107	2	<S> But the union has taken the position that the 1985 agreement calls for concessions only in exchange for building a totally new product ; the union doesn't consider the Omni and Horizon models " new " since they are currently built at Chrysler 's Belvidere , Ill , .X-PLANT </S>
108	2	<S> " Given an average of 4,000 employees per .X-PLANT , " Mr Jacobson says , " we estimate that a typical integrated-plant closure today would cost over $300 million " </S>
109	2	<S> In one recent week , a Georgia Power field representative advised officials at a Ford Motor Co assembly .X-PLANT how to avoid power interruptions </S>
110	2	<S> The Senate committee was told that in January 1986 , Mr Stello advised Steven White , the Tennessee Valley Authority 's manager of nuclear power , not to give a specific answer to an NRC query on whether the TVA 's Watts Bar nuclear .X-PLANT met NRC specifications </S>
111	2	<S> Unit 1 of the Palo Verde nuclear power .X-PLANT will be shut down for about a month because of a leak in a steam generator tube , according to the plant 's operators </S>
112	2	<S> American Motors Corp , which didn't produce any cars last week , said it will resume production at its Kenosha , Wis , car assembly .X-PLANT Monday </S>
113	2	<S> At Sept 30 , the communication company 's balance sheet listed total assets of $1.7 billion , down from $1.8 billion at the end of 1985 , and .X-PLANT and equipment valued at $1.4 billion , compared with $1.5 billion at year-end 1985 </S>
114	2	<S> A commission spokesman said the state won't consider allowing costs of the .X-PLANT to be passed on to ratepayers until the unit generates electricity at 95 % to 100 % of capacity </S>
115	2	<S> A commission spokeswoman said a reaudit of the Byron .X-PLANT already is under way , but she said no completion date had been set </S>
116	1	<S> Advocates of biotechnology claim it has a powerful capacity to increase .X-PLANT and animal yields , develop new pest-resistant strains and render unnecessary toxic pesticides that currently harm farm workers and taint groundwater in many areas </S>
117	2	<S> Northrop has about 2.7 million classified documents at its Pico Rivera .X-PLANT , according to a source close to the company </S>
118	2	<S> Analysis of 14 kilograms of carbonized .X-PLANT remains from Middle Woodland period sites dating between 200 B.C and A.D 600 in the upper Duck and Elk River valleys of central Tennessee was presented </S>
119	1	<S> Corn is a monecious .X-PLANT , with its tassels ( stamens ) at the top and its ears ( pistils ) on the stem below </S>
120	1	<S> For the remainder of the time the carbon drain on the .X-PLANT requires that these associations be referred to as mildly parasitic </S>
121	1	<S> INDUSTRY PROBLEMS Two major problems arose as the petrochemical industry grew in scale and became a producer of an ever-increasing number of chemical derivatives : .X-PLANT emissions and toxicity </S>
122	1	<S> Irish moss , Chondrus crispus , is a purplish to pink red .X-PLANT in the red ALGAE division , Rhodophycophyta </S>
123	1	<S> It is further classified according to grade , or purity , defined as the percentage of carbon content ; according to type , depending on variations in the original .X-PLANT composition ; and according to rank , depending on the degree of metamorphism </S>
124	1	<S> It is suggested that the differences in the photosynthetic performance of the three .X-PLANT groups studied are due , in part , to differences in the mechanisms by which these organisms acquire inorganic carbon from their environment and to the presence or absence of a mechanism for concentrating inorganic carbon within the cells </S>
125	1	<S> It seems inconsistent to place one in the .X-PLANT kingdom and the other in the animal kingdom ; thus some zoologists claim all such pairs of species as Protozoa , whereas botanists claim them as Algae </S>
126	1	<S> More conidia were present in the early morning and within the .X-PLANT canopy than in the late afternoon or on lesions directly exposed to the sun </S>
127	1	<S> N-fixing plants resulted in less .X-PLANT growth than with NO ( ,3 ) ( ' - ) indicating inadequacy of nitrogen supply </S>
128	1	<S> Part I. Black cutworm ( BCW ) moths showed differential responses in oviposition to .X-PLANT ages </S>
129	1	<S> Photoperiod , the precise length of daylight that triggers flowering in each .X-PLANT species , is lengthened by using artificial light or shortened by shutting out sunlight </S>
130	1	<S> Relative height and tiller number between treatments of the 79 accessions was significantly reduced by the effect of the virus on .X-PLANT metabolism </S>
131	1	<S> Soil incorporated imazaquin rates from 0.1 to 0.5 ppmw reduced .X-PLANT dry weight of yellow nutsedge by 92 to 99 % , and that of purple nutsedge by 82 to 99 % </S>
132	1	<S> The coca .X-PLANT grows in the Andes of South America and contains 1 to 2 percent COCAINE </S>
133	2	<S> The derived demand equations contain only input prices and .X-PLANT output as exogenous variables </S>
134	1	<S> The horticultural development of particular varieties ( cultivars ) of a .X-PLANT species to satisfy commercial requirements , such as high yield , has led to the appearance of different races of a single pathogen , which are specialized in their ability to attack the different cultivars </S>
135	1	<S> The important feature of these fuels is that they are renewable , because the .X-PLANT life will generate a new crop after some determinable period of time Fuel derived from photosynthesis is also produced through the accumulation of decaying animal and vegetable matter over long periods of time </S>
136	1	<S> The parental strain K60 is virulent , attaches poorly to .X-PLANT cells and is almost devoid of fimbriae </S>
137	1	<S> The results suggest the need for further chemical investigation into the diterpenoid constituents of this .X-PLANT species , whose taxonomy is still controversial </S>
138	2	<S> Some workers affected by the Coeur d'Alene mill 's closing will be offered jobs at the .X-PLANT , a spokesman added </S>
139	2	<S> Simultaneously , Goodyear is slashing operating budgets , including research and development spending , to increase profits this year and is paring .X-PLANT investment to hoard cash for debt service </S>
140	2	<S> The 1,205,000-kilowatt .X-PLANT currently is operating at 20 % of capacity , and isn't expected to achieve full power before the end of summer </S>
141	2	<S> When a company takes off , many parts that made it work are no longer adequate : The .X-PLANT or office is too small , the equipment isn't fast enough , the distribution system is overburdened , the computer and telephone systems are out-of-date </S>
142	2	<S> Potlatch also said it intends to restart a plywood .X-PLANT in Lewiston because of the mill 's increased output </S>
143	2	<S> Fearing defeat , the United Auto Workers suspended its organizing drive at Honda 's Ohio .X-PLANT last March </S>
144	2	<S> At Babcock & Wilcox Co. 's Barberton , Ohio , .X-PLANT , in late 1985 , workers employed a Gandhi-like tactic </S>
145	2	<S> The .X-PLANT is operated by a unit of General Public Utilities Corp , Parsippany , N.J </S>
146	2	<S> The Shoreham .X-PLANT was completed months ago but still hasn't been federally licensed because of state and local opposition over the adequacy of Lilco 's emergency evacuation plan for the area surrounding the plant </S>
147	2	<S> The Kodak employs about 1,350 workers at the Columbia .X-PLANT and about 10,800 at Kingsport </S>
148	2	<S> The company said the new .X-PLANT will enable it to meet certain testing requirements for its products to receive government approval </S>
149	2	<S> An AMC spokesman said that the auto maker needs help from Wisconsin to finance the venture in large part because it has been bearing significant costs to get under way production this year of a new line of Renault-designed , midsized cars at a new .X-PLANT in Bramalea , Ontario </S>
150	2	<S> Honda 's rapid expansion in the U.S -- eclipsing the far larger and more conservative Toyota Motor Corp , which is still constructing its first independent .X-PLANT in Georgetown , Ky -- has both economic and political motives </S>
151	2	<S> Workers at the GM-Toyota plant in California are represented by the UAW , but the facility is the most efficient , highest-quality .X-PLANT in the GM system </S>
152	2	<S> FORT WORTH , TEXAS , bests three other communities in competition for the first U.S.-currency printing .X-PLANT outside Washington , D.C </S>
153	2	<S> A series of temporary .X-PLANT closings to adjust inventories and the continuation of a number of prolonged shutdowns for model changeovers accounted for the lower April production </S>
154	2	<S> The Shoreham plant was completed months ago but still hasn't been federally licensed because of state and local opposition over the adequacy of Lilco 's emergency evacuation plan for the area surrounding the .X-PLANT </S>
155	2	<S> And in the shadow of Chernobyl , the Soviet-engineered .X-PLANT near Gdansk is besieged by anti-nuclear rhetoric </S>
156	2	<S> He said the company is continuing negotiations with hourly workers at its Kenosha , Wis , car assembly .X-PLANT to reduce labor costs and increase productivity at the facility </S>
157	2	<S> The operators said they decided to shut down Unit 1 even though the " pinhole leak " in one of its 11,000 water tubes was " within tolerances " allowed by the .X-PLANT 's operating specifications </S>
158	2	<S> And American Honda Motor Co slated its Marysville , Ohio , assembly .X-PLANT for overtime tomorrow </S>
159	2	<S> Commonwealth Edison appealed that lower-court ruling and was allowed to continue collecting money for the .X-PLANT while the Supreme Court reheard the case </S>
160	2	<S> Profit for the 12 months ended March 31 was $182.9 million , or 87 cents a share , compared with a year-ago loss of $269.2 million that included after-tax write-downs of $417 million related to the company 's Midland , Mich , nuclear .X-PLANT </S>
161	2	<S> A final argument made for the modular reactor is that the total .X-PLANT size can be increased in increments as the power demand increases </S>
162	1	<S> A potato .X-PLANT growth and production model is developed with the objectives of analyzing management alternatives and exploring the nature of the early dying syndrome </S>
163	1	<S> Based on hourly observations of irradiance and temperature , one portion of the model ( PHOTO ) computes the daily photosynthesis , maintenance respiration , and appearance of new shoots for a .X-PLANT assuming no interference by neighboring plants </S>
164	1	<S> Corn or maize , Zea mays , is an annual .X-PLANT of the grass family , Gramineae </S>
165	1	<S> Further , in whole .X-PLANT studies with maize , uracil-DNA glycosylase was determined to be a heat shock protein , present at higher levels in younger plants , and activity levels correlated with nuclear replicating regions of leaf tissues </S>
166	1	<S> Generally , the green pigment CHLOROPHYLL develops only when a .X-PLANT is exposed to light </S>
167	1	<S> Increased fruit yield in the HSE x 13M testcross was accompanied by increased two harvest yield and fruit weight per .X-PLANT </S>
168	2	<S> Initially , the company 's assembly process was similar to that of other interchangeable parts manufacturers : it was organized around a series of stations where teams of workers constructed each individual car out of components manufactured and assembled at other stations in the .X-PLANT </S>
169	1	<S> ORS571 GS activity is undetectable in nodule bacteroids suggesting that , as is the case in other rhizobia , the ASM pathway is shut off and fixed N ( ,2 ) ( NH ( ,4 ) ( ' + ) ) excreted for assimilation by the .X-PLANT </S>
170	1	<S> On the other hand , the earlier the initiation of the flooding stress , the greater the reduction in all .X-PLANT growth parameters </S>
171	1	<S> Starch is a polysaccharide with a chemical structure similar to that of glycogen ; it acts as the main energy reserve in .X-PLANT cells and also is synthesized in the chloroplasts </S>
172	1	<S> The data provided evidence for the relatively high efficiency of C use ( > 40 % ) in formation of microbial biomass during this period of rapid decomposition of the simple and readily available .X-PLANT constituents </S>
173	1	<S> The effect of flooding , soil media , and root temperature ( 20$\sp\circ$C , 25$\sp\circ$C , and 30$\sp\circ$C ) on .X-PLANT survival and growth was investigated under controlled laboratory conditions </S>
174	1	<S> The elongation of cells produced by the primary meristems accounts for most of the increased length of stems and roots The important factors affecting .X-PLANT growth and development include heredity , hormones , nutrition , and environment Hereditary , or genetic , factors control the general species characteristics of the individual and set limits on size and rate of growth </S>
175	1	<S> The imprinted surface significantly increased soil moisture retention , number of plants per unit area , plant height , .X-PLANT cover , and biomass compared to the untreated surface </S>
176	1	<S> The method of measuring the cation-exchange capacity of .X-PLANT materials at a neutral pH was developed utilizing the tripositive rare earth elements praseodymium or neodymium </S>
177	1	<S> The objectives of this investigation were to elucidate the influence of elemental sulphur on solubility and subsequent .X-PLANT availability of Fe and Zn </S>
178	1	<S> The settlement-subsistence pattern was found to be focused on the lowlands where the major .X-PLANT resources were located , but it was punctuated in mid to late summer by numerous short term expeditions for hunting and berry picking in the uplands </S>
179	1	<S> The size and shape of the container are chosen to enhance the .X-PLANT 's appearance </S>
180	1	<S> There was a direct , positive correlation between beneficial .X-PLANT response and bacterial populations in the rhizoplane and endorhizosphere </S>
181	1	<S> These studies were conducted to investigate the effects of shade and soybean interference on .X-PLANT growth and development , berry production , and seed formation of eastern black nightshade </S>
182	1	<S> They are mostly softwoods and EVERGREENS that evolved about 250 million years earlier than angiosperms Four plant classes constitute gymnosperms , according to the five-kingdom system of .X-PLANT and animal classification : CYCADS ( Cycadinae ) , the GINKGO ( Ginkgoinae ) , gnetids ( Gnetinae ) , and CONIFERS ( Coniferinae ) </S>
183	1	<S> This research explored the feasibility of utilizing the chromosomal breakage and recombinational events that occur in tissue culture as an adjunct technique to facilitate the introgression of genetic information from alien .X-PLANT species </S>
184	1	<S> Three populations of M incognita from Florida , U.S.A , were distinguished as host races 1 , 2 , and 3 based on morphometrics and differential .X-PLANT responses </S>
185	2	<S> After 21 years at General Motors Corp , the 43-year-old auto worker finally had earned a comfortable job in the repair shop at the company 's truck and bus .X-PLANT here , far from the relentless pace of the assembly line </S>
186	2	<S> The aim , essentially , was to show the new owner of a copper-wire manufacturing .X-PLANT , for example , how to reduce the cost of buying metal from the mine owner , or how to get the optimum value out of scrap , as well as how to implement administrative and financial controls </S>
187	2	<S> To keep up with demand , the Soviets and their allies ran oil , coal and other conventional power plants full blast during the summer , normally a time for .X-PLANT maintenance </S>
188	2	<S> USX Corp said its USS division will permanently close the Saxonburg sintering .X-PLANT in Clinton Township , Pa , effective Aug. 8 </S>
189	2	<S> The company and the United Auto Workers , which represents the blue-collar workers at the .X-PLANT , said they have set a deadline at 12:01 a.m. CST Saturday for concluding the talks </S>
190	2	<S> The tire segment 's operating profit was $24 million , compared with a $68 million loss a year earlier , when GenCorp took a $75 million pre-tax charge to close a Texas tire .X-PLANT </S>
191	2	<S> An outlawed activist group called Freedom and Peace drew 2,000 supporters to a protest march last June , and gathered as many names on a petition against the .X-PLANT a few weeks ago </S>
192	2	<S> Greyhound currently makes intercity buses at a .X-PLANT in Roswell and has other bus plants in North Dakota and Canada </S>
